# Downloaded from Joy Bergelson's Lab website on January 12, 2017.
# All commas (,) and apostrophes (') were removed to prevent
# any problems in reading the data into R using read.table.
#
call_method_id	array_id	median_intensity	ecotype_id	latitude	longitude	nativename	stockparent	firstname	surname	site	region	country
75	1669		5923	49.4112	16.2815	DraIV 3-9		Jirina	Relichová	DraIV 3	Moravia	CZE
75	1670		5932	49.4112	16.2815	DraIV 4-1		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1677		5933	49.4112	16.2815	DraIV 4-2		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1683		5934	49.4112	16.2815	DraIV 4-3		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1688		5935	49.4112	16.2815	DraIV 4-5		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1704		5938	49.4112	16.2815	DraIV 4-8		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1664		5939	49.4112	16.2815	DraIV 4-9		Jirina	Relichová	DraIV 4	Moravia	CZE
75	1749		5940	49.4112	16.2815	DraIV 5-1		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1700		5948	49.4112	16.2815	DraIV 5-10		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1679		5953	49.4112	16.2815	DraIV 5-16		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1690		5955	49.4112	16.2815	DraIV 5-18		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1754		5956	49.4112	16.2815	DraIV 5-19		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1705		5959	49.4112	16.2815	DraIV 5-22		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1672		5961	49.4112	16.2815	DraIV 5-24		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1680		5963	49.4112	16.2815	DraIV 5-27		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1671		5942	49.4112	16.2815	DraIV 5-3		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1695		5966	49.4112	16.2815	DraIV 5-30		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1706		5968	49.4112	16.2815	DraIV 5-32		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1665		5969	49.4112	16.2815	DraIV 5-33		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1673		5970	49.4112	16.2815	DraIV 5-35		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1678		5943	49.4112	16.2815	DraIV 5-4		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1689		5945	49.4112	16.2815	DraIV 5-7		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1694		5946	49.4112	16.2815	DraIV 5-8		Jirina	Relichová	DraIV 5	Moravia	CZE
75	1681		5972	49.4112	16.2815	DraIV 6-1		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1717		5982	49.4112	16.2815	DraIV 6-11		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1746		5983	49.4112	16.2815	DraIV 6-12		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1722		5984	49.4112	16.2815	DraIV 6-13		Jirina	Relichová	DraIV 6	Moravia	CZE
75	312	376.0	5987	49.4112	16.2815	DraIV 6-16		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1707		5988	49.4112	16.2815	DraIV 6-17		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1747		5990	49.4112	16.2815	DraIV 6-19		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1712		5991	49.4112	16.2815	DraIV 6-20		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1713		5992	49.4112	16.2815	DraIV 6-21		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1718		5993	49.4112	16.2815	DraIV 6-22		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1723		5994	49.4112	16.2815	DraIV 6-24		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1748		5996	49.4112	16.2815	DraIV 6-26		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1725		5997	49.4112	16.2815	DraIV 6-27		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1729		5998	49.4112	16.2815	DraIV 6-28		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1708		5999	49.4112	16.2815	DraIV 6-29		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1738		6003	49.4112	16.2815	DraIV 6-33		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1714		6004	49.4112	16.2815	DraIV 6-34		Jirina	Relichová	DraIV 6	Moravia	CZE
75	295	503.0	6005	49.4112	16.2815	DraIV 6-35		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1726		6007	49.4112	16.2815	DraIV 6-37		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1696		5975	49.4112	16.2815	DraIV 6-4		Jirina	Relichová	DraIV 6	Moravia	CZE
75	1710		5979	49.4112	16.2815	DraIV 6-8		Jirina	Relichová	DraIV 6	Moravia	CZE
75	252	337.0	6008	49.1	16.2	Duk		Jirina	Relichová	Duk	Moravia	CZE
75	448	1049.0	7110	52.0333	5.66667	Ede-1	CS22532	Maarten	Koornneef	Ede	Western Europe	NED
75	649	360.0	9354	62.8762	18.1746	Eden 15		Alison	Anastasio	Eden	N Sweden	SWE
75	648	482.0	9355	62.8762	18.1746	Eden 16		Alison	Anastasio	Eden	N Sweden	SWE
75	647	335.0	9356	62.8762	18.1746	Eden 17		Alison	Anastasio	Eden	N Sweden	SWE
75	83	806.0	6009	62.877	18.177	Eden-1	CS22572	Magnus	Nordborg	Eden	N Sweden	SWE
75	63	447.0	6913	62.877	18.177	Eden-2	CS22573	Magnus	Nordborg	Eden	N Sweden	SWE
75	564	682.0	8218	62.877	18.177	Eden-4		Magnus	Nordborg	Eden	N Sweden	SWE
75	592	744.0	6010	62.877	18.177	Eden-5		Magnus	Nordborg	Eden	N Sweden	SWE
75	591	680.0	6011	62.877	18.177	Eden-6		Magnus	Nordborg	Eden	N Sweden	SWE
75	590	663.0	6012	62.877	18.177	Eden-7		Magnus	Nordborg	Eden	N Sweden	SWE
75	589	637.0	6013	62.877	18.177	Eden-9		Magnus	Nordborg	Eden	N Sweden	SWE
75	64	461.0	6914	55.9494	-3.16028	Edi-0	CS22657	Albert	Kranz	Edi	Northern Europe	UK
75	973	505.0	5819	55.9	-3.2	Edi-1		Royal	Botanic Garden Edinburgh	Edinburgh-1	Northern Europe	UK
75	1299	325.0	5820	55.9	-3.3	Edi-2		Eric	Holub	Edinburgh-2	Northern Europe	UK
75	903	207.0	9302	55.9681	-3.21833	Edinburgh-5	CS28962	James	Beck	Edinburgh	Scotland	UK
75	902	229.0	9305	55.9681	-3.21833	Edinburgh-8	CS28965	James	Beck	Edinburgh	Scotland	UK
75	646	363.0	9363	62.9147	18.4045	EdJ 2		Alison	Anastasio	Edsättersjön	N Sweden	SWE
75	188	479.0	6016	62.9	18.4	Eds-1		Magnus	Nordborg	Eds	N Sweden	SWE
75	588	484.0	6017	62.9	18.4	Eds-9		Magnus	Nordborg	Eds	N Sweden	SWE
75	84	532.0	6915	50.3	6.3	Ei-2	CS22616	Albert	Kranz	Ei	Western Europe	GER
75	1049	441.0	7113	50.3	6.3	Ei-4	CS6690	Albert	Kranz	Ei	Western Europe	GER
75	1051	361.0	7116	51.4599	12.6327	Eil-0	CS6693	Albert	Kranz	Eil	Western Europe	GER
75	645	560.0	9367	57.6787	14.9981	EkN 3		Alison	Anastasio	Eksjöholm-Norra	C Sweden	SWE
75	680	343.0	9369	57.6781	14.9986	EkS 2		Alison	Anastasio	Eksjöholm-Sud	C Sweden	SWE
75	1270	1185.0	7117	51.5105	9.68253	El-0	CS6694	Albert	Kranz	El	Western Europe	GER
75	894	314.0	466	51.3	0.5	EM-134		Eric	Holub	East Malling Research Station	England	UK
75	893	431.0	461	51.3	0.5	EM-183		Eric	Holub	East Malling Research Station	England	UK
75	967	548.0	5736	51.3	0.5	Ema-1		Eric	Holub	Ema	Northern Europe	UK
75	1055	588.0	7109	51.3	0.5	Ema-1	CS6923	Eric	Holub	Ema	Northern Europe	UK
75	181	615.0	8290	50.0	8.5	En-1	CS1137	Albert	Kranz	En	Western Europe	GER
75	1046	574.0	7121	50.0	8.5	En-T	CS6176	Albert	Kranz	En	Western Europe	GER
75	222	377.0	7123	50.1721	8.38912	Ep-0	CS6697	Albert	Kranz	Ep	Taunus Mountains	GER
75	379	851.0	7126	60.1997	24.5682	Es-0	CS6699	Albert	Kranz	Es	Northern Europe	FIN
75	223	248.0	7128	58.3	25.3	Est-0	CS6700	Albert	Kranz	Est		RUS
75	146	268.0	6916	58.3	25.3	Est-1	CS22629	Albert	Kranz	Est		RUS
75	85	423.0	6917	63.0165	18.3174	Fäb-2	CS22576	Magnus	Nordborg	Fäb	N Sweden	SWE
75	65	465.0	6918	63.0165	18.3174	Fäb-4	CS22577	Magnus	Nordborg	Fäb	N Sweden	SWE
75	644	478.0	9371	63.016	18.3175	FäL 1		Alison	Anastasio	Fäberget-Lower	N Sweden	SWE
75	643	542.0	9378	63.0165	18.3174	FäU 4		Alison	Anastasio	Fäberget-Upper	N Sweden	SWE
75	147	345.0	8215	40.5	-8.32	Fei-0	CS22645	Carlos	Alonso-Blanco	Fei	Southern Europe	POR
75	202	234.0	7139	50.5	8.0167	Fi-1	CS6705	Albert	Kranz	Fi	Western Europe	GER
75	253	395.0	8422	56.06	14.29	Fjä1-1		Magnus	Nordborg	Fjä1	S Sweden	SWE
75	587	475.0	6019	56.06	14.29	Fjä1-2		Magnus	Nordborg	Fjä1	S Sweden	SWE
75	609	543.0	6020	56.06	14.29	Fjä1-5		Magnus	Nordborg	Fjä1	S Sweden	SWE
75	586	554.0	6021	56.06	14.29	Fjä2-4		Magnus	Nordborg	Fjä2	S Sweden	SWE
75	608	659.0	6022	56.06	14.29	Fjä2-6		Magnus	Nordborg	Fjä2	S Sweden	SWE
75	566	841.0	6023	55.7509	13.3712	Fly2-1		Magnus	Nordborg	Fly2	S Sweden	SWE
75	585	723.0	6024	55.7509	13.3712	Fly2-2		Magnus	Nordborg	Fly2	S Sweden	SWE
75	642	556.0	9380	55.7488	13.3742	FlyA 3		Alison	Anastasio	Flyinge	S Sweden	SWE
75	971	744.0	5741	56.6	-4.1	For-2		D.	Ratcliffe	Fortingall	Scotland	UK
75	1362	187.0	936	42.3853	-71.1173	FOR-5		Kathleen	Donohue	FOR	New England	USA
75	449	534.0	7135	50.1102	8.6822	Fr-4	CS6710	Albert	Kranz	Fr	Western Europe	GER
75	369	476.0	5742	51.3	1.1	Frd-1		Eric	Holub	Fordwich	England	UK
75	641	476.0	9381	55.8106	14.2091	Fri 1		Alison	Anastasio	Frisaboda	S Sweden	SWE
75	640	535.0	9382	55.8106	14.2091	Fri 2		Alison	Anastasio	Frisaboda	S Sweden	SWE
75	639	406.0	9383	55.8106	14.2091	Fri 3		Alison	Anastasio	Frisaboda	S Sweden	SWE
75	638	367.0	9384	57.4104	15.5743	Frö 1		Alison	Anastasio	Fröreda Storegård	C Sweden	SWE
75	637	271.0	9385	57.4104	15.5743	Frö 3		Alison	Anastasio	Fröreda Storegård	C Sweden	SWE
75	66	579.0	6919	50.3	8.0	Ga-0	CS22634	Albert	Kranz	Ga	Western Europe	GER
75	401	613.0	7141	50.3	8.0	Ga-2	CS6715	Albert	Kranz	Ga	Western Europe	GER
75	696	224.0	1132	56.6167	16.65	Gårdby-17-198		Jon	Ågren	Gårdby	S Sweden	SWE
75	254	194.0	8296	53.5	10.5	Gd-1	CS1185	Albert	Kranz	Gd	Western Europe	GER
75	255	292.0	8297	46.5	6.08	Ge-0	CS1187	Albert	Kranz	Ge	Western Europe	SUI
75	224	181.0	7145	46.5	6.08	Ge-1	CS6718	Albert	Kranz	Ge	Western Europe	SUI
75	402	938.0	7143	51.0167	5.86667	Gel-1	CS22533	Maarten	Koornneef	Gel	Western Europe	NED
75	225	557.0	7147	50.584	8.67825	Gie-0	CS6720	Albert	Kranz	Gie	Western Europe	GER
75	403	1094.0	7151	51.5338	9.9355	Go-0	CS6721	Albert	Kranz	Gö	Western Europe	GER
75	1262	950.0	7152	51.5338	9.9355	Go-2	CS6722	Albert	Kranz	Gö	Western Europe	GER
75	86	632.0	6920	51.5338	9.9355	Got-22	CS22609	Gerhard	Röbbelen	GÖT	Western Europe	GER
75	148	678.0	6921	51.5338	9.9355	Got-7	CS22608	Gerhard	Röbbelen	GÖT	Western Europe	GER
75	256	479.0	8300	47.0	15.5	Gr-1	CS1199	Albert	Kranz	Graz		AUT
75	169	131.0	7158	47.0	15.5	Gr-5	CS6727	Albert	Kranz	Graz		AUT
75	557	419.0	6025	62.6437	17.7339	Gro-3		Magnus	Nordborg	Gro	N Sweden	SWE
75	636	313.0	9386	62.806	18.1896	Grön 12		Alison	Anastasio	Grönsvik	N Sweden	SWE
75	635	271.0	9388	62.806	18.1896	Grön 14		Alison	Anastasio	Grönsvik	N Sweden	SWE
75	584	791.0	6030	62.806	18.1896	Grön-5		Magnus	Nordborg	Grön	N Sweden	SWE
75	1052	465.0	7149	50.3	8.0	Gu-0	CS6730	Albert	Kranz	Gu	Western Europe	GER
75	87	697.0	6922	50.3	8.0	Gu-0	CS22617	Albert	Kranz	Gu	Western Europe	GER
75	404	829.0	7150	50.3	8.0	Gu-1	CS6731	Albert	Kranz	Gu	Western Europe	GER
75	67	591.0	8214	49.0	2.0	Gy-0	CS22631	Albert	Kranz	Gy	Western Europe	FRA
75	182	578.0	7461	49.0	15.0	H55	CS923	Igor	Vizir	Relichova		CZE
75	170	136.0	7163	52.3721	9.73569	Ha-0	CS6733	Albert	Kranz	Ha	Western Europe	GER
75	634	428.0	9390	57.3263	15.8979	Had 1		Alison	Anastasio	Haddetorp	C Sweden	SWE
75	633	352.0	9391	57.3263	15.8979	Had 2		Alison	Anastasio	Haddetorp	C Sweden	SWE
75	632	369.0	9392	57.3263	15.8979	Had 3		Alison	Anastasio	Haddetorp	C Sweden	SWE
75	631	351.0	9399	55.4234	13.9905	Ham 1		Alison	Anastasio	Hammar	S Sweden	SWE
75	1037	530.0	1366	59.7833	17.5833	Ham-10-239		Jon	Ågren	Ham	C Sweden	SWE
75	1042	415.0	1360	59.7833	17.5833	Ham-2-228		Jon	Ågren	Ham	C Sweden	SWE
75	709	533.0	1374	59.7833	17.5833	Ham-27-256		Jon	Ågren	Ham	C Sweden	SWE
75	1043	353.0	1362	59.7833	17.5833	Ham-6-232		Jon	Ågren	Ham	C Sweden	SWE
75	1038	549.0	1363	59.7833	17.5833	Ham-7-233		Jon	Ågren	Ham	C Sweden	SWE
75	353	967.0	7164	55.675	12.5686	Hau-0	CS6734	Albert	Kranz	Hau	Northern Europe	DEN
75	676	590.0	9402	57.8765	14.8549	Hel 3		Alison	Anastasio	Helgarp	C Sweden	SWE
75	691	254.0	1585	65.25	15.6	Hen-16-268		Jon	Ågren	Hen	N Sweden	SWE
75	226	498.0	7166	51.25	5.9	Hey-1	CS22534	Maarten	Koornneef	Hey	Western Europe	NED
75	354	528.0	7169	54.4175	9.88682	Hh-0	CS6735	Albert	Kranz	Hh	Western Europe	GER
75	1138	392.0	8304	52.0	5.0	Hi-0	CS1227	Albert	Kranz	Hi	Western Europe	NED
75	945	532.0	5745	51.0	-1.5	Hil-1		Eric	Holub	Hillier Arboretum	England	UK
75	1271	1140.0	7172	52.1444	9.37827	Hl-3	CS6904	Albert	Kranz	Hl	Western Europe	GER
75	171	162.0	7165	51.3472	8.28844	Hn-0	CS6739	Albert	Kranz	Hn	Western Europe	GER
75	259	322.0	8235	48.8	17.1	Hod		Jirina	Relichová	Hodonin	Moravia	CZE
75	1272	690.0	7168			Hodja-Obi-Garm	CS6178	Igor	Vizir	Hodja	Central Asia	TJK
75	630	342.0	9404	55.7491	13.399	HolA1 1		Alison	Anastasio	Holmby	S Sweden	SWE
75	629	402.0	9405	55.7491	13.399	HolA1 2		Alison	Anastasio	Holmby	S Sweden	SWE
75	628	353.0	9407	55.7491	13.399	HolA2 2		Alison	Anastasio	Holmby	S Sweden	SWE
75	582	663.0	6035	56.1	13.74	Hov1-10		Magnus	Nordborg	Hov1	S Sweden	SWE
75	583	1052.0	6034	56.1	13.74	Hov1-7		Magnus	Nordborg	Hov1	S Sweden	SWE
75	189	582.0	8423	56.1	13.74	Hov2-1		Magnus	Nordborg	Hov2	S Sweden	SWE
75	581	729.0	6036	56.1	13.74	Hov3-2		Magnus	Nordborg	Hov3	S Sweden	SWE
75	580	598.0	6038	56.1	13.74	Hov3-5		Magnus	Nordborg	Hov3	S Sweden	SWE
75	260	336.0	8306	56.1	13.74	Hov4-1		Magnus	Nordborg	Hovdala	S Sweden	SWE
75	570	674.0	6039	56.1	13.74	Hovdala-2		Torbjorn	Sall	Hovdala	S Sweden	SWE
75	614	427.0	8307	56.1	13.74	Hovdala-6		Torbjorn	Sall	Hovdala	S Sweden	SWE
75	88	605.0	6923	51.4083	-0.6383	HR-10	CS22597	Mick	Crawley	HR	Northern Europe	UK
75	68	494.0	6924	51.4083	-0.6383	HR-5	CS22596	Mick	Crawley	HR	Northern Europe	UK
75	262	350.0	8310	52.24	9.44	Hs-0	CS1237	Albert	Kranz	Hannover (Hannover)	Western Europe	GER
75	263	183.0	8236	49.33	15.76	HSm		Jirina	Relichová	Horni Smrcne	Moravia	CZE
75	949	302.0	5746	51.3	0.3	Igt-1		Eric	Holub	Igtham	England	UK
75	264	244.0	8311	47.5	11.5	In-0	CS1239	Albert	Kranz	In	Western Europe	AUT
75	325	1261.0	8312	50.5	7.5	Is-0	CS1241	Albert	Kranz	Is	Western Europe	GER
75	1266	712.0	7176	50.5	7.5	Is-1	CS6906	Albert	Kranz	Is	Western Europe	GER
75	355	478.0	7181	50.927	11.587	Je-0	CS6742	Albert	Kranz	Je	Western Europe	GER
75	1289	702.0	7462	49.0	15.0	Je54	CS924	Igor	Vizir	Relichova		CZE
75	439	592.0	91	43.6833	7.33333	JEA		Valerie	Le Corre	JEA	Western Europe	FRA
75	1273	668.0	7423	49.2	16.6166	Jl-2	CS6744	Albert	Kranz	Br	Moravia	CZE
75	405	633.0	7424	49.2	16.6166	Jl-3	CS6745	Albert	Kranz	Br	Moravia	CZE
75	1274	644.0	7425	49.2	16.6166	Jl-4	CS6746	Albert	Kranz	Br	Moravia	CZE
75	326	781.0	8313	49.0	15.0	Jm-0	CS1259	Albert	Kranz	Jm	Eastern Europe	CZE
75	406	988.0	7178	49.0	15.0	Jm-1	CS6749	Albert	Kranz	Jm	Eastern Europe	CZE
75	265	212.0	8314	47.0	14.0	Ka-0	CS1267	Albert	Kranz	Ka	Western Europe	AUT
75	627	483.0	9408	56.047	13.9519	Kal 1		Alison	Anastasio	Kalvaboda	S Sweden	SWE
75	69	509.0	8424	35.0	77.0	Kas-2	CS6751	Shauna	Somerville	Kas	South Asia	IND
75	190	577.0	8237	55.8	13.1	Kävlinge-1		Torbjorn	Sall	Kävlinge	S Sweden	SWE
75	1428	394.0	1718	42.405	-85.398	KBS-Mac-15		Diane	Byers	KBS-Mackay	Midwest	USA
75	1432	286.0	1719	42.405	-85.398	KBS-Mac-16		Diane	Byers	KBS-Mackay	Midwest	USA
75	1414	469.0	1720	42.405	-85.398	KBS-Mac-17		Diane	Byers	KBS-Mackay	Midwest	USA
75	1422	313.0	1722	42.405	-85.398	KBS-Mac-23		Diane	Byers	KBS-Mackay	Midwest	USA
75	1425	313.0	1724	42.405	-85.398	KBS-Mac-28		Diane	Byers	KBS-Mackay	Midwest	USA
75	1429	527.0	1726	42.405	-85.398	KBS-Mac-33		Diane	Byers	KBS-Mackay	Midwest	USA
75	1419	330.0	1729	42.405	-85.398	KBS-Mac-41		Diane	Byers	KBS-Mackay	Midwest	USA
75	1423	457.0	1730	42.405	-85.398	KBS-Mac-43		Diane	Byers	KBS-Mackay	Midwest	USA
75	1427	282.0	1733	42.405	-85.398	KBS-Mac-53		Diane	Byers	KBS-Mackay	Midwest	USA
75	1415	378.0	1736	42.405	-85.398	KBS-Mac-58		Diane	Byers	KBS-Mackay	Midwest	USA
75	1424	548.0	1738	42.405	-85.398	KBS-Mac-64		Diane	Byers	KBS-Mackay	Midwest	USA
75	1426	284.0	1740	42.405	-85.398	KBS-Mac-72		Diane	Byers	KBS-Mackay	Midwest	USA
75	1514	439.0	1742	42.405	-85.398	KBS-Mac-73		Diane	Byers	KBS-Mackay	Midwest	USA
75	1370	432.0	1743	42.405	-85.398	KBS-Mac-75		Diane	Byers	KBS-Mackay	Midwest	USA
75	1416	340.0	1744	42.405	-85.398	KBS-Mac-76		Diane	Byers	KBS-Mackay	Midwest	USA
75	1420	249.0	1745	42.405	-85.398	KBS-Mac-78		Diane	Byers	KBS-Mackay	Midwest	USA
75	390	676.0	1716	42.405	-85.398	KBS-Mac-8		Diane	Byers	KBS-Mackay	Midwest	USA
75	1515	813.0	1749	42.405	-85.398	KBS-Mac-88		Diane	Byers	KBS-Mackay	Midwest	USA
75	1430	610.0	1750	42.405	-85.398	KBS-Mac-89		Diane	Byers	KBS-Mackay	Midwest	USA
75	1434	509.0	1751	42.405	-85.398	KBS-Mac-91		Diane	Byers	KBS-Mackay	Midwest	USA
75	1417	451.0	1752	42.405	-85.398	KBS-Mac-95		Diane	Byers	KBS-Mackay	Midwest	USA
75	1421	399.0	1753	42.405	-85.398	KBS-Mac-96		Diane	Byers	KBS-Mackay	Midwest	USA
75	407	978.0	7188	50.0667	8.5333	Kelsterbach-2	CS6102	Paul	Williams	Kelsterbach	Western Europe	GER
75	249	339.0	8420	50.0667	8.5333	Kelsterbach-4	CS6041	Paul	Williams	Kelsterbach	Western Europe	GER
75	1147	665.0	8238	51.15	0.4	Kent		Magnus	Nordborg	Kent		UK
75	1431	284.0	1782	42.184	-86.358	Ker-38		Diane	Byers	Ker	Midwest	USA
75	675	451.0	9409	56.0573	14.302	Kia 1		Alison	Anastasio	Kiaby	S Sweden	SWE
75	529	1062.0	7192	55.6395	-5.66364	Kil-0	CS6754	Albert	Kranz	Killean (Kil)		UK
75	70	539.0	6926	44.46	-85.37	Kin-0	CS22654	Albert	Kranz	Kin	Midwest	USA
75	530	1093.0	7194	50.95	6.9666	Kl-0	CS6756	Albert	Kranz	Kl	Western Europe	GER
75	509	345.0	7195	50.95	6.9666	Kl-1	CS6757	Albert	Kranz	Kl	Western Europe	GER
75	302	555.0	7199	50.95	6.9666	Kl-5	CS6761	Albert	Kranz	Kl	Western Europe	GER
75	450	770.0	7186	54.8969	23.8924	Kn-0	CS6762	Albert	Kranz	Kn		LTU
75	191	566.0	6040	55.66	13.4	Kni-1		Magnus	Nordborg	Kni1	S Sweden	SWE
75	89	628.0	6927	41.2816	-86.621	Kno-10	CS22566	Joy	Bergelson	Knox	Midwest	USA
75	337	812.0	6810	41.2816	-86.621	KNO-11	CS22411	Joy	Bergelson	Knox	Midwest	USA
75	71	370.0	6928	41.2816	-86.621	Kno-18	CS22567	Joy	Bergelson	Knox	Midwest	USA
75	1363	388.0	7717	41.273	-86.625	KNO1.37		Megan	Dunning	Knox35	Midwest	USA
75	1364	343.0	7787	41.273	-86.625	KNO2.77		Megan	Dunning	Knox35	Midwest	USA
75	266	213.0	8239	51.0	7.0	Köln	CS6003	Paul	Williams	Köln		GER
75	90	580.0	6929	38.48	68.49	Kondara	CS22651	Igor	Vizir	Kondara	Central Asia	TJK
75	626	466.0	9410	57.2746	16.1494	Kor 1		Alison	Anastasio	Korsvägen	C Sweden	SWE
75	625	444.0	9411	57.2746	16.1494	Kor 2		Alison	Anastasio	Korsvägen	C Sweden	SWE
75	624	466.0	9412	57.2746	16.1494	Kor 3		Alison	Anastasio	Korsvägen	C Sweden	SWE
75	623	414.0	9413	57.2746	16.1494	Kor 4		Alison	Anastasio	Korsvägen	C Sweden	SWE
75	408	1194.0	7201	51.3317	6.55934	Kr-0	CS6764	Albert	Kranz	Kr	Western Europe	GER
75	409	771.0	7206	50.0742	8.96617	Kro-0	CS6766	Albert	Kranz	Kro	Western Europe	GER
75	410	917.0	7205	49.631	11.5722	Krot-2	CS3888	Thomas	Mitchell-Olds	Krot	Western Europe	GER
75	622	423.0	9416	57.7215	18.3837	Kru 3		Alison	Anastasio	Krusmyntagården	S Sweden	SWE
75	1313	526.0	5749	54.6	-3.1	Ksk-1		Eric	Holub	Keswick	England	UK
75	1311	342.0	5750	54.6	-3.1	Ksk-2		Eric	Holub	Keswick	England	UK
75	267	271.0	8240	55.705	13.196	Kulturen-1		Torbjorn	Sall	Kulturen	S Sweden	SWE
75	674	327.0	9418	57.2164	18.154	Kva 2		Alison	Anastasio	Kvarnåkershamn	S Sweden	SWE
75	1357	224.0	827	38.0786	-84.473	KYF-21		Kathleen	Donohue	KYF	Midwest	USA
75	958	479.0	5751	57.3	-5.7	Kyl-1		Eric	Holub	Kyle of Localsh	Scotland	UK
75	91	474.0	6930	49.5	73.1	Kz-1	CS22606	Ihsan	Al-Shehbaz	KZ	Central Asia	KAZ
75	113	473.0	6931	49.5	73.1	Kz-9	CS22607	Ihsan	Al-Shehbaz	KZ	Central Asia	KAZ
75	1371	266.0	1799	41.847	-86.67	L-R-12		Diane	Byers	L-R	Midwest	USA
75	532	809.0	7210	52.7333	15.2333	La-1	CS6767	Albert	Kranz	La	Western Europe	POL
75	318	560.0	94	47.7	6.81667	LAC-3		Valerie	Le Corre	LAC	Western Europe	FRA
75	1074	1239.0	96	47.7	6.81667	LAC-5		Valerie	Le Corre	LAC	Western Europe	FRA
75	673	542.0	9419	58.1834	15.0062	Lag 1		Alison	Anastasio	Lagnebrunne	C Sweden	SWE
75	500	165.0	9104	41.8296	46.2831	Lag1-6	CS22742	James	Beck	Lagodechi		GEO
75	621	617.0	9421	55.9745	14.3997	Lan 1		Alison	Anastasio	Landön	S Sweden	SWE
75	1322	458.0	5752	55.7	-3.8	Lan-1		D.	Ratcliffe	Lanark	Scotland	UK
75	268	358.0	8323	57.0	-4.0	Lc-0	CS1307	Albert	Kranz	Lc		UK
75	1072	982.0	104	48.5167	-4.06667	LDV-14		Valerie	Le Corre	LDV	Western Europe	FRA
75	839	1020.0	106	48.5167	-4.06667	LDV-16		Valerie	Le Corre	LDV	Western Europe	FRA
75	847	700.0	116	48.5167	-4.06667	LDV-25		Valerie	Le Corre	LDV	Western Europe	FRA
75	849	1004.0	121	48.5167	-4.06667	LDV-3		Valerie	Le Corre	LDV	Western Europe	FRA
75	842	1389.0	122	48.5167	-4.06667	LDV-30		Valerie	Le Corre	LDV	Western Europe	FRA
75	728	621.0	123	48.5167	-4.06667	LDV-31		Valerie	Le Corre	LDV	Western Europe	FRA
75	433	707.0	126	48.5167	-4.06667	LDV-34		Valerie	Le Corre	LDV	Western Europe	FRA
75	800	932.0	137	48.5167	-4.06667	LDV-44		Valerie	Le Corre	LDV	Western Europe	FRA
75	810	594.0	146	48.5167	-4.06667	LDV-53		Valerie	Le Corre	LDV	Western Europe	FRA
75	838	624.0	148	48.5167	-4.06667	LDV-57		Valerie	Le Corre	LDV	Western Europe	FRA
75	209	670.0	149	48.5167	-4.06667	LDV-58		Valerie	Le Corre	LDV	Western Europe	FRA
75	799	512.0	151	48.5167	-4.06667	LDV-6		Valerie	Le Corre	LDV	Western Europe	FRA
75	823	687.0	153	48.5167	-4.06667	LDV-68		Valerie	Le Corre	LDV	Western Europe	FRA
75	749	915.0	156	48.5167	-4.06667	LDV-70		Valerie	Le Corre	LDV	Western Europe	FRA
75	812	866.0	157	48.5167	-4.06667	LDV-8		Valerie	Le Corre	LDV	Western Europe	FRA
75	150	1137.0	6932	47.984	10.8719	Ler-1	CS22618	Eric	Holub	Ler	Western Europe	GER
75	499	137.0	9077	38.7406	48.6131	Lerik1-6	CS22715	James	Beck	Lerik		AZE
75	1301	332.0	5755	51.3	1.1	Lha-1		Eric	Holub	Lower Harbleown	England	UK
